City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Morondava,MG,-20.28,44.28,73.0,59,6,13.65,clear sky
339,Jinchang,CN,38.5,102.17,69.64,25,72,1.61,broken clouds
340,Kumano,JP,34.34,132.59,78.8,94,75,2.24,fog
341,Bathsheba,BB,13.22,-59.52,86.0,70,20,6.93,few clouds
342,Yar-Sale,RU,66.83,70.83,54.81,94,99,7.27,overcast clouds
343,Perth,AU,-31.93,115.83,46.0,93,91,4.7,overcast clouds
344,Sitka,US,57.05,-135.33,60.8,82,90,5.82,moderate rain
345,Olafsvik,IS,64.89,-23.71,50.09,91,100,10.02,overcast clouds
346,Korla,CN,41.76,86.15,78.89,25,94,8.46,overcast clouds
347,Jalu,LY,29.03,21.55,80.74,57,0,19.17,clear sky
348,Luanda,AO,-8.84,13.23,69.8,88,20,4.7,few clouds
349,Katsuura,JP,35.13,140.3,75.0,87,19,1.99,few clouds
350,Shwebo,MM,22.57,95.7,81.0,86,100,8.43,moderate rain
351,Katangli,RU,51.71,143.23,52.79,98,100,17.87,light rain
352,Hobyo,SO,5.35,48.53,77.45,77,2,24.07,clear sky
353,Homer,US,59.64,-151.55,55.4,93,90,4.7,light rain
354,Nivala,FI,63.92,24.97,55.99,92,93,0.78,overcast clouds
355,Pringsewu,ID,-5.36,104.97,69.69,92,73,2.08,broken clouds
356,Mazamari,PE,-11.33,-74.53,81.23,48,42,0.85,scattered clouds
357,Canutama,BR,-6.53,-64.38,85.39,43,90,1.97,overcast clouds
358,Galveston,US,29.37,-94.97,84.99,79,100,3.83,overcast clouds
359,Salalah,OM,17.02,54.09,80.6,94,20,5.82,few clouds
360,Charlottesville,US,38.03,-78.48,89.6,59,75,6.93,broken clouds
361,Smoky Lake,CA,54.12,-112.47,77.09,62,0,15.14,clear sky
362,Gilgit,PK,35.92,74.31,77.76,36,14,2.15,light rain
363,Sinnamary,GF,5.38,-52.95,80.1,84,96,7.27,overcast clouds
364,Newport,GB,51.59,-3.0,57.0,79,10,3.0,clear sky
365,Port Lincoln,AU,-34.73,135.87,54.99,79,92,5.35,overcast clouds
366,Tasiilaq,GL,65.61,-37.64,51.8,40,20,3.36,few clouds
367,Gravdal,NO,68.12,13.5,57.25,81,1,6.82,clear sky
368,Trinidad,BO,-14.83,-64.9,87.8,40,0,1.39,clear sky
369,Sioux Lookout,CA,50.1,-91.92,68.0,60,75,6.93,broken clouds
370,Valdosta,US,30.83,-83.28,93.2,49,1,4.7,clear sky
371,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.4,73,75,14.99,broken clouds
372,Yulara,AU,-25.24,130.99,39.2,41,0,6.93,clear sky
373,Mercedes,AR,-34.65,-59.43,64.99,41,95,8.01,overcast clouds
374,Lorengau,PG,-2.02,147.27,79.9,81,100,8.63,overcast clouds
375,Bukama,CD,-9.2,25.85,72.81,38,65,2.21,broken clouds
376,Chernushka,RU,56.51,56.08,62.11,91,100,13.42,overcast clouds
377,Varadero,CU,23.15,-81.25,86.0,66,40,9.17,scattered clouds
378,Davila,PH,18.47,120.58,78.8,94,75,4.7,broken clouds
379,Margate,GB,51.38,1.39,66.0,73,35,1.99,scattered clouds
380,Aripuana,BR,-9.17,-60.63,83.3,34,23,2.42,few clouds
381,Nuevo Casas Grandes,MX,30.42,-107.92,93.99,25,25,5.99,scattered clouds
382,Rongcheng,CN,30.63,117.85,79.45,85,27,3.15,scattered clouds
383,Mitsamiouli,KM,-11.38,43.28,76.78,76,0,8.14,clear sky
384,Faanui,PF,-16.48,-151.75,78.84,80,35,12.33,scattered clouds
385,Urumqi,CN,43.8,87.6,73.4,35,0,2.24,clear sky
386,Saurimo,AO,-9.66,20.39,68.09,41,73,5.79,broken clouds
387,Yuzhno-Kurilsk,RU,44.03,145.86,63.07,90,88,11.52,overcast clouds
388,Vila Franca Do Campo,PT,37.72,-25.43,71.6,68,75,8.05,broken clouds
389,Jardim,BR,-21.48,-56.14,77.59,37,1,6.2,clear sky
390,Gewane,ET,10.17,40.65,82.38,57,98,5.53,overcast clouds
391,Bunia,CD,1.57,30.25,64.47,84,100,1.5,overcast clouds
392,Ternate,ID,0.8,127.4,78.69,82,95,0.87,light rain
393,Rolla,US,37.95,-91.77,79.0,73,40,5.82,scattered clouds
394,Prisacani,RO,47.08,27.88,66.2,63,8,5.82,clear sky
395,Parnera,IN,20.55,72.95,80.28,86,88,6.62,overcast clouds
396,Najran,SA,17.49,44.13,86.0,45,40,9.17,scattered clouds
397,Gelemso,ET,8.82,40.52,62.51,85,100,3.13,light rain
398,Porto Novo,BJ,6.5,2.6,77.0,88,40,12.75,scattered clouds
399,Hammerfest,NO,70.66,23.68,46.4,93,54,8.05,broken clouds
400,Pandan,PH,14.05,124.17,79.32,80,100,6.13,light rain
401,Tupik,RU,54.43,119.93,60.46,93,100,5.91,overcast clouds
402,Saint George,US,37.1,-113.58,109.99,8,1,12.75,clear sky
403,Soyo,AO,-6.13,12.37,71.91,84,59,8.5,broken clouds
404,Kasempa,ZM,-13.46,25.83,53.37,46,0,8.21,clear sky
405,Namibe,AO,-15.2,12.15,67.15,78,0,4.5,clear sky
406,Kaeo,NZ,-35.1,173.78,57.99,3,100,13.0,moderate rain
407,Paso De Carrasco,UY,-34.86,-56.05,64.4,76,41,5.82,scattered clouds
408,Les Herbiers,FR,46.87,-1.02,64.99,88,98,8.05,overcast clouds
409,San Rafael,AR,-34.62,-68.33,62.29,28,1,8.01,clear sky
410,Haines Junction,CA,60.75,-137.51,64.78,67,100,9.17,light rain
411,Belaya Gora,RU,68.53,146.42,59.83,56,58,2.59,broken clouds
412,Verkhoyansk,RU,67.54,133.38,64.58,49,2,5.53,clear sky
413,Mabaruma,GY,8.2,-59.78,78.35,92,95,4.23,light rain
414,Puerto Del Rosario,ES,28.5,-13.86,77.0,78,20,11.41,few clouds
415,Nchelenge,ZM,-9.35,28.73,68.7,46,49,6.22,scattered clouds
416,Leningradskiy,RU,69.38,178.42,43.11,69,100,4.29,overcast clouds
417,Tornio,FI,65.85,24.15,51.8,100,90,1.12,fog
418,Beringovskiy,RU,63.05,179.32,51.28,79,100,7.25,overcast clouds
419,Bubaque,GW,11.28,-15.83,81.01,82,100,10.02,moderate rain
420,Sarulesti,RO,44.42,26.65,77.0,50,74,11.41,broken clouds
421,Sorland,NO,67.67,12.69,58.14,82,96,8.72,overcast clouds
422,Ayagoz,KZ,47.97,80.44,64.31,51,80,15.84,broken clouds
423,Staunton,US,38.15,-79.07,84.99,70,75,9.17,light rain
424,Ust-Tsilma,RU,65.44,52.15,47.1,93,0,4.0,clear sky
425,Porbandar,IN,21.64,69.61,84.7,82,100,7.81,overcast clouds
426,Araouane,ML,18.9,-3.53,101.3,25,0,15.59,clear sky
427,Praia Da Vitoria,PT,38.73,-27.07,75.2,60,20,6.82,few clouds
428,Cabedelo,BR,-6.98,-34.83,75.2,94,75,10.29,broken clouds
429,Gorele,TR,41.03,39.0,75.2,69,40,8.05,scattered clouds
430,Wakkanai,JP,45.41,141.67,68.54,91,100,15.08,overcast clouds
431,Yankton,US,42.87,-97.4,82.0,78,75,8.05,broken clouds
432,Ahome,MX,25.92,-109.18,95.0,46,40,14.99,scattered clouds
433,Iqaluit,CA,63.75,-68.51,62.6,59,75,14.99,shower rain
434,Bo Rai,TH,12.57,102.54,76.78,91,100,8.99,moderate rain
435,Visnes,NO,59.36,5.22,66.0,63,87,6.93,light rain
436,Imeni Poliny Osipenko,RU,52.42,136.49,54.45,89,100,10.6,light rain
437,Sao Filipe,CV,14.9,-24.5,77.09,84,13,7.94,few clouds
438,Aguai,BR,-22.06,-46.98,71.6,43,13,5.82,few clouds
439,Bud,US,39.45,-86.18,73.0,100,90,6.93,overcast clouds
440,Kabinda,CD,-6.13,24.48,77.58,38,73,5.17,broken clouds
441,Kashi,CN,39.45,75.98,77.0,29,40,8.95,scattered clouds
442,San Vicente,AR,-26.62,-54.13,64.31,79,28,2.86,scattered clouds
443,Dunedin,NZ,-45.87,170.5,54.0,71,92,3.0,overcast clouds
444,Srednekolymsk,RU,67.45,153.68,53.85,63,97,4.92,overcast clouds
445,Brezno,SK,48.8,19.64,54.0,87,0,3.36,clear sky
446,Rio Gallegos,AR,-51.62,-69.22,35.6,93,90,1.12,overcast clouds
447,Paamiut,GL,61.99,-49.67,45.25,97,100,12.19,overcast clouds
448,Herbertpur,IN,30.45,77.73,77.81,83,79,2.57,moderate rain
449,Isangel,VU,-19.55,169.27,71.6,88,90,4.7,overcast clouds
450,Kapit,MY,2.02,112.93,73.13,93,98,0.65,overcast clouds
451,Comodoro Rivadavia,AR,-45.87,-67.5,59.0,38,100,34.45,overcast clouds
452,Kivsharivka,UA,49.62,37.7,58.42,80,0,4.23,clear sky
453,Northam,GB,51.03,-4.22,60.01,85,8,8.01,clear sky
454,Sabha,LY,27.04,14.43,85.64,14,0,12.77,clear sky
455,Dubbo,AU,-32.25,148.62,32.0,81,75,5.82,broken clouds
456,Tual,ID,-5.67,132.75,77.38,80,97,20.18,overcast clouds
457,Chippenham,GB,51.46,-2.12,57.99,77,3,3.0,clear sky
458,Vila Velha,BR,-20.33,-40.29,66.2,93,75,5.82,broken clouds
459,Ferme-Neuve,CA,46.7,-75.45,82.0,56,18,1.41,few clouds
460,Snasa,NO,64.25,12.38,62.71,67,0,4.0,clear sky
461,Chara,RU,56.91,118.26,60.4,78,95,4.5,overcast clouds
462,Cozumel,MX,20.51,-86.95,89.6,66,75,9.17,broken clouds
463,Buraydah,SA,26.33,43.98,96.8,25,23,9.17,few clouds
464,Wanning,CN,18.8,110.4,80.92,85,90,10.31,light rain
465,Acarau,BR,-2.89,-40.12,78.89,73,6,16.53,clear sky
466,Road Town,VG,18.42,-64.62,86.0,70,20,5.82,few clouds
467,Fort Nelson,CA,58.81,-122.7,87.8,43,20,9.17,few clouds
468,Klaksvik,FO,62.23,-6.59,51.8,93,12,10.29,few clouds
469,Lompoc,US,34.64,-120.46,71.6,60,0,16.11,clear sky
470,Erzin,TR,36.96,36.2,82.99,84,7,1.74,clear sky
471,Archidona,ES,37.1,-4.39,84.99,78,0,1.12,clear sky
472,Kousseri,CM,12.08,15.03,84.2,74,40,5.64,scattered clouds
473,Maarianhamina,AX,60.1,19.93,60.8,93,62,6.93,broken clouds
474,Esso,RU,55.93,158.7,58.1,57,39,4.21,scattered clouds
475,Luganville,VU,-15.53,167.17,75.2,100,90,2.24,light intensity shower rain
476,Faya,SA,18.39,42.45,71.6,72,91,9.17,overcast clouds
477,Cortes,ES,41.94,-1.44,73.4,68,0,21.92,clear sky
478,Santa Marta,CO,11.24,-74.2,82.0,74,72,1.99,light rain
479,Marzuq,YE,14.4,46.47,77.29,62,2,6.31,clear sky
480,Yashkul,RU,46.17,45.34,70.47,77,100,9.01,moderate rain
481,Atar,MR,20.52,-13.05,101.66,21,6,7.54,clear sky
482,Cuamba,MZ,-14.8,36.54,61.95,83,53,6.53,broken clouds
483,Angoche,MZ,-16.23,39.91,71.56,83,20,11.45,few clouds
484,Tweed,CA,44.48,-77.32,87.01,45,99,5.01,overcast clouds
485,Teguldet,RU,57.31,88.17,51.35,88,33,1.34,scattered clouds
486,Darhan,MN,49.49,105.92,59.81,77,100,8.66,light rain
487,Pochutla,MX,15.74,-96.47,93.99,49,5,11.41,clear sky
488,Sistranda,NO,63.73,8.83,60.01,93,14,2.24,few clouds
489,Karagach,RU,43.81,43.77,68.0,82,90,3.18,overcast clouds
490,Havoysund,NO,71.0,24.66,46.4,93,56,8.05,broken clouds
491,Toyooka,JP,35.53,134.83,77.0,88,75,4.7,broken clouds
492,Ukiah,US,39.15,-123.21,93.2,15,1,9.17,clear sky
493,Itacoatiara,BR,-3.14,-58.44,85.05,48,49,1.45,scattered clouds
494,Cap Malheureux,MU,-19.98,57.61,69.01,83,22,5.01,light rain
495,San Jeronimo,PE,-11.95,-75.28,60.75,37,16,7.25,few clouds
496,Terrace,CA,54.52,-128.6,71.6,49,75,17.22,broken clouds
497,Quatre Cocos,MU,-20.21,57.76,71.6,83,75,17.22,shower rain
498,Nipawin,CA,53.37,-104.0,77.0,47,1,2.24,clear sky
499,Chumikan,RU,54.72,135.31,51.26,91,100,17.11,light rain
500,Calvinia,ZA,-31.47,19.78,58.37,32,0,8.84,clear sky
501,Monticello,US,45.31,-93.79,75.0,83,74,5.82,moderate rain
502,Auki,SB,-8.77,160.7,83.1,73,14,2.17,few clouds
503,Corpus Christi,US,27.8,-97.4,91.4,69,75,21.92,light rain
504,Sulangan,PH,11.14,123.72,81.43,76,100,3.58,overcast clouds
505,Filadelfia,US,39.95,-75.16,91.99,40,40,5.82,scattered clouds
506,Zastron,ZA,-30.3,27.08,41.5,53,0,0.98,clear sky
507,Praia,CV,14.92,-23.51,80.6,78,20,9.17,few clouds
508,Batemans Bay,AU,-35.72,150.18,39.99,100,26,4.25,scattered clouds
509,Los Llanos De Aridane,ES,28.66,-17.92,73.4,83,61,14.99,broken clouds
510,Suslovo,RU,56.22,88.12,51.39,92,92,4.21,overcast clouds
511,Hauterive,FR,46.09,3.45,75.2,88,96,1.12,light rain
512,Gondar,ET,12.6,37.47,56.39,97,94,2.04,light rain
513,Mpika,ZM,-11.83,31.45,52.23,64,6,11.1,clear sky
514,Les Cayes,HT,18.2,-73.75,83.28,80,100,8.84,light rain
515,Kirya,TZ,-3.92,37.48,65.3,74,1,9.08,clear sky
516,Seymchan,RU,62.88,152.43,61.16,50,17,3.31,few clouds
517,Coahuayana,MX,18.73,-103.68,86.0,62,40,11.41,scattered clouds
518,Kisanga,TZ,-7.44,37.7,67.48,65,0,2.44,clear sky
519,Bisira,PA,8.52,-81.71,67.86,94,81,2.44,light rain
520,Vardo,NO,70.37,31.11,48.83,86,96,13.15,overcast clouds
521,Algeciras,ES,36.13,-5.45,89.6,43,0,16.11,clear sky
522,Sabla,NG,12.75,4.71,83.73,63,46,9.17,scattered clouds
523,Andros Town,BS,24.7,-77.77,80.6,88,90,26.4,shower rain
524,Maragogi,BR,-9.01,-35.22,73.65,88,37,9.91,light rain
525,Sept-Iles,CA,50.2,-66.38,75.2,57,40,10.29,scattered clouds
526,Malyye Derbety,RU,47.95,44.68,63.88,72,0,5.41,clear sky
527,Heerenveen,NL,52.95,5.93,62.01,88,31,1.01,scattered clouds
528,Cap-Chat,CA,49.1,-66.68,70.29,66,0,7.87,clear sky
529,Amberley,US,39.2,-84.43,82.4,88,90,6.93,heavy intensity rain
530,Male,MV,4.17,73.51,82.4,88,75,13.87,broken clouds
531,College,US,64.86,-147.8,77.0,53,75,3.36,broken clouds
532,Richards Bay,ZA,-28.78,32.04,62.51,91,0,4.45,clear sky
533,Severodvinsk,RU,64.56,39.83,53.6,87,90,8.95,overcast clouds
534,Finnsnes,NO,69.23,17.98,51.8,93,1,11.41,clear sky
535,Gangapur,IN,26.48,76.72,87.89,64,28,6.6,scattered clouds
536,Alvaraes,BR,-3.22,-64.8,87.8,55,40,4.7,scattered clouds
537,Lasa,IT,46.62,10.7,64.0,82,91,6.93,light rain
538,Issenye,TZ,-2.0,34.33,67.1,51,34,3.02,scattered clouds
539,Asyut,EG,27.18,31.18,87.8,43,0,5.82,clear sky
540,Gazli,UZ,40.13,63.45,75.0,25,0,6.38,clear sky
541,Port Keats,AU,-14.25,129.55,58.6,35,0,8.72,clear sky
542,Padang,ID,-0.95,100.35,77.59,81,91,4.65,overcast clouds
543,Wiang Sa,TH,8.64,99.37,79.0,98,100,2.86,moderate rain
544,Uglegorsk,RU,49.08,142.03,63.52,92,99,9.62,overcast clouds
545,Loma Bonita,PA,8.38,-80.17,88.0,43,81,5.46,light rain
546,Truro,GB,50.27,-5.05,62.01,77,1,10.29,clear sky
547,Amapa,BR,1.0,-52.0,74.98,93,79,1.74,light rain
548,Ngunguru,NZ,-35.62,174.5,57.99,3,100,13.0,moderate rain
549,Beira,MZ,-19.84,34.84,69.8,73,0,10.29,clear sky
550,Fengzhen,CN,40.44,113.15,64.17,88,0,4.27,clear sky
551,Misratah,LY,32.38,15.09,81.21,66,0,7.09,clear sky
552,Montepuez,MZ,-13.13,39.0,63.59,85,85,8.21,overcast clouds
553,Aksarka,RU,66.56,67.8,55.08,96,100,2.98,light rain
554,Biu,NG,10.61,12.19,70.65,94,97,5.48,moderate rain
555,Breytovo,RU,58.3,37.86,57.02,75,47,11.48,scattered clouds
556,Arys,KZ,42.43,68.8,69.8,52,75,6.71,broken clouds
557,Kysyl-Syr,RU,63.9,122.76,62.19,60,0,3.33,clear sky
558,Bodden Town,KY,19.28,-81.25,89.01,74,20,4.7,few clouds
559,Bilibino,RU,68.05,166.44,47.57,78,100,2.51,overcast clouds
560,Ajdabiya,LY,30.76,20.23,76.71,89,0,10.16,clear sky
561,Lodja,CD,-3.48,23.43,78.49,45,64,2.89,broken clouds
562,Khudumelapye,BW,-23.88,24.75,52.72,42,0,5.37,clear sky
563,Vytegra,RU,61.01,36.45,51.39,85,32,2.46,scattered clouds
564,Barreiros,BR,-8.82,-35.19,73.11,89,29,8.32,light rain
565,Boddam,GB,57.47,-1.78,53.6,93,90,4.7,overcast clouds
566,Kiruna,SE,67.86,20.23,53.6,81,15,3.09,few clouds
567,Sirnak,TR,37.52,42.46,70.72,22,0,5.75,clear sky
568,Yaan,NG,7.38,8.57,74.46,86,90,4.54,overcast clouds
569,Nelson Bay,AU,-32.72,152.15,46.99,93,0,6.93,clear sky
570,Madison,US,34.73,-86.57,84.0,65,90,11.41,overcast clouds
571,Mackay,AU,-21.15,149.2,59.0,93,43,10.29,scattered clouds
572,Turayf,SA,31.67,38.66,82.4,45,0,11.41,clear sky
573,Brza Palanka,RS,44.47,22.44,62.98,67,0,5.46,clear sky
574,Kattivakkam,IN,13.22,80.32,80.6,83,90,4.7,light intensity drizzle
575,Burnie,AU,-41.07,145.92,48.99,87,25,3.0,scattered clouds
576,Kirksville,US,40.19,-92.58,78.8,57,75,5.82,broken clouds
577,Pimentel,PE,-6.84,-79.93,63.82,79,26,15.03,scattered clouds
578,Kaohsiung,TW,22.62,120.31,82.0,88,75,3.36,broken clouds
579,Horsham,GB,51.06,-0.33,64.0,77,20,8.05,few clouds
580,Winnemucca,US,40.97,-117.74,100.4,4,1,5.82,clear sky
581,Raymondville,US,26.48,-97.78,91.4,52,40,8.52,scattered clouds
582,Broome,US,42.25,-75.83,84.0,39,1,5.82,clear sky
583,Clearwater,US,27.97,-82.8,93.99,55,40,14.99,scattered clouds
584,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.37,86,31,10.65,light rain
585,Iralaya,HN,15.0,-83.23,87.8,74,40,9.17,scattered clouds
586,Cockburn Town,TC,21.46,-71.14,84.2,70,75,17.22,broken clouds
587,Adre,TD,13.47,22.2,72.59,84,100,6.04,light rain
588,Raga,SS,8.46,25.68,70.74,94,100,3.67,moderate rain
589,Trairi,BR,-3.28,-39.27,78.62,76,59,11.99,broken clouds
590,Isla Mujeres,MX,21.23,-86.73,87.8,70,75,8.05,broken clouds
591,Oussouye,SN,12.48,-16.55,82.4,88,75,4.7,broken clouds
592,Maniitsoq,GL,65.42,-52.9,46.65,92,100,10.94,light rain
593,Back Mountain,US,41.34,-76.0,89.01,43,89,1.01,overcast clouds
594,Songjianghe,CN,42.19,127.48,64.65,93,6,3.53,clear sky
595,Likasi,CD,-10.98,26.73,56.19,47,10,7.07,clear sky
596,Kokkola,FI,63.84,23.13,60.01,93,100,6.93,heavy intensity shower rain
597,Henties Bay,NA,-22.12,14.28,75.99,19,0,6.98,clear sky
598,Elena,BG,42.93,25.88,71.6,100,49,5.82,light intensity shower rain
599,Lamu,KE,-2.27,40.9,76.95,78,14,20.04,few clouds
600,Takoradi,GH,4.88,-1.76,74.05,85,0,8.97,clear sky
601,Mendeleyevo,RU,56.03,37.22,57.2,87,78,8.95,broken clouds
602,Berdigestyakh,RU,62.1,126.7,64.33,57,11,1.66,few clouds
603,Pilar,BR,-9.6,-35.96,73.4,88,75,4.7,shower rain
604,Zhezkazgan,KZ,47.8,67.71,75.78,37,3,10.85,clear sky
605,Phalodi,IN,27.13,72.37,91.02,61,70,13.24,broken clouds
606,Seoul,KR,37.57,126.98,77.0,100,90,6.08,mist
607,Alekseyevsk,RU,57.84,108.35,60.73,66,52,11.86,broken clouds
608,Saldanha,ZA,-33.01,17.94,55.4,71,0,1.12,clear sky
609,Udankudi,IN,8.43,78.02,81.0,72,40,13.4,scattered clouds
610,Saint Paul,US,44.94,-93.09,80.6,57,75,6.93,broken clouds
611,Fandriana,MG,-20.23,47.38,50.22,81,90,4.38,overcast clouds
612,Numan,NG,9.47,12.03,76.73,83,98,5.23,overcast clouds
613,San Jose,US,37.34,-121.89,84.0,30,5,9.17,clear sky
614,Mushie,CD,-3.02,16.9,82.18,43,99,3.51,overcast clouds
615,Tarakan,ID,3.3,117.63,78.24,83,100,4.12,overcast clouds
616,Sakaiminato,JP,35.55,133.23,77.0,88,75,5.82,broken clouds
617,Quesnel,CA,53.0,-122.5,82.4,42,1,3.36,clear sky
618,Dongsheng,CN,39.82,109.98,68.45,38,0,5.32,clear sky
619,Ribeira Brava,PT,32.65,-17.07,73.4,64,20,27.51,few clouds
620,Bardiyah,LY,31.76,25.09,76.89,89,0,21.36,clear sky
621,Bontang,ID,0.13,117.5,75.07,89,81,6.26,broken clouds
622,Berbera,SO,10.44,45.01,90.91,42,95,21.92,overcast clouds
623,Dunmore Town,BS,25.5,-76.65,84.51,78,100,31.85,light rain
624,Cooma,AU,-36.23,149.13,24.8,92,91,1.12,overcast clouds
625,Kilindoni,TZ,-7.91,39.67,76.5,79,3,18.28,clear sky
626,Liverpool,GB,53.41,-2.98,60.01,77,69,5.82,broken clouds
627,Turtas,RU,58.94,69.13,58.37,95,13,4.05,few clouds
628,Saucillo,MX,28.02,-105.28,93.2,20,70,10.25,broken clouds
629,Uruacu,BR,-14.52,-49.14,72.3,39,3,2.89,clear sky
630,Yenagoa,NG,4.92,6.26,73.2,88,17,3.98,few clouds
631,Kamenka,RU,51.32,42.77,54.84,89,0,8.12,clear sky
632,Tazovskiy,RU,67.47,78.7,55.29,82,99,14.58,overcast clouds
633,Byron Bay,AU,-28.65,153.62,52.0,100,20,5.17,few clouds
634,Ndele,CF,8.41,20.65,72.14,92,100,2.1,overcast clouds
635,Lusambo,CD,-4.97,23.45,82.36,37,88,0.72,overcast clouds
636,Hualmay,PE,-11.1,-77.61,64.26,72,10,9.75,clear sky
637,Laramie,US,41.31,-105.59,81.0,47,1,19.46,clear sky
638,Saint-Pierre,RE,-21.34,55.48,68.0,77,90,13.87,overcast clouds
639,Mettmann,DE,51.25,6.97,75.0,64,40,5.82,scattered clouds
640,Acatlan,MX,20.15,-98.45,62.82,85,89,6.89,moderate rain
641,Lima,PE,-12.04,-77.03,64.4,68,20,12.75,few clouds
642,Ulaanbaatar,MN,47.91,106.88,55.4,87,75,8.95,light rain
643,Tottori,JP,35.5,134.23,77.0,88,75,4.7,broken clouds
644,Sterling,US,39.01,-77.43,86.0,66,75,5.82,broken clouds
645,Honiara,SB,-9.43,159.95,77.0,88,75,1.1,broken clouds
646,Vicente Guerrero,MX,19.12,-98.17,75.2,36,40,9.17,scattered clouds
647,Holoby,UA,51.09,25.01,55.0,90,0,5.68,clear sky
648,Polis,CY,35.04,32.43,75.2,88,40,5.82,scattered clouds
649,Plettenberg Bay,ZA,-34.05,23.37,58.98,57,0,3.65,clear sky
650,Divnogorsk,RU,55.96,92.36,57.2,93,40,1.63,scattered clouds
651,Luena,AO,-11.78,19.92,59.05,45,0,6.33,clear sky
652,Saint-Francois,FR,46.42,3.91,75.2,60,97,4.7,light rain
653,Eucaliptus,BO,-17.58,-67.52,55.72,36,12,5.84,few clouds
654,Nairobi,KE,-1.28,36.82,60.8,82,75,5.5,broken clouds
655,Monte Alegre,BR,-2.01,-54.07,83.61,60,72,1.97,broken clouds
656,Adrar,MR,20.5,-10.07,101.7,12,3,8.86,clear sky
657,Nishihara,JP,26.18,127.76,84.2,88,40,10.29,haze
658,Ust-Koksa,RU,50.27,85.61,45.5,75,0,1.07,clear sky
659,Obo,CF,5.4,26.49,69.55,92,100,2.04,overcast clouds
660,Porto Santo,PT,33.07,-16.34,71.6,78,75,13.87,broken clouds
661,Fuyu,CN,45.18,124.82,73.74,82,9,11.32,clear sky
662,Mulanur,IN,10.77,77.72,78.64,71,100,15.59,overcast clouds
663,Copiapo,CL,-27.37,-70.33,59.0,62,0,8.05,clear sky
664,Mirabad,AF,30.44,61.84,83.32,20,0,13.65,clear sky
665,Avera,US,33.19,-82.53,96.8,28,1,10.29,clear sky
666,Kawalu,ID,-7.38,108.21,69.37,92,80,1.97,broken clouds
667,Den Helder,NL,52.96,4.76,62.01,93,26,6.93,scattered clouds
668,Shiraz,IR,29.6,52.54,82.4,37,0,4.7,clear sky
669,Muros,ES,42.78,-9.06,64.99,75,19,5.99,few clouds
670,Sim,RU,54.99,57.7,61.11,90,77,4.14,broken clouds
671,Sibut,CF,5.72,19.07,72.27,93,100,2.28,overcast clouds
672,Coihaique,CL,-45.58,-72.07,42.8,87,90,2.24,light rain
673,Lala,PH,7.97,123.75,73.87,93,94,3.36,overcast clouds
674,Vicuna,CL,-30.03,-70.71,66.99,34,13,0.72,few clouds
675,Oistins,BB,13.07,-59.53,86.0,70,20,6.93,few clouds
676,Zhangjiakou,CN,40.81,114.88,68.52,82,0,1.14,clear sky
677,Yartsevo,RU,55.07,32.7,56.05,84,96,9.04,overcast clouds
678,Alcantara,BR,-2.41,-44.41,84.2,70,40,9.17,scattered clouds
679,Ferkessedougou,CI,9.6,-5.2,72.16,90,37,4.36,scattered clouds
680,Kitob,UZ,39.08,66.83,70.77,29,0,3.89,clear sky
